Date,Product,Category,Region,Units_Sold,Cost Price,Revenue,Selling Price,Profit,Profit_Margin
2023-05-17,Router,Accessories,Europe,14,852.15,11930.1,9621.27,8769.12,73.5
2023-09-16,Monitor,Accessories,South America,17,512.79,8717.43,6910.27,6397.48,73.39
2023-08-19,Tablet,Electronics,Europe,4,528.91,2115.64,1457.29,928.38,43.88
2023-01-25,Router,Accessories,North America,8,197.13,1577.04,1387.14,1190.01,75.46
2023-02-04,Tablet,Electronics,North America,5,137.11,685.55,462.91,325.8,47.52
2023-07-09,Router,Accessories,South America,17,578.92,9841.64,7092.8,6513.88,66.19
2023-08-01,Printer,Accessories,South America,9,548.32,4934.88,3818.91,3270.59,66.27
2023-12-27,Smartphone,Electronics,Europe,6,934.75,5608.5,4136.18,3201.43,57.08
2024-03-25,Monitor,Accessories,South America,19,147.05,2793.95,1888.81,1741.76,62.34
2024-08-05,Laptop,Electronics,Europe,6,193.4,1160.4,979.24,785.84,67.72
2023-11-02,Laptop,Electronics,North America,14,363.29,5086.06,4095.13,3731.84,73.37
2023-08-25,Laptop,Electronics,Asia,19,884.39,16803.41,12526.9,11642.51,69.29
2024-12-21,Smartphone,Electronics,North America,4,827.17,3308.68,2350.57,1523.4,46.04
2023-10-22,Laptop,Electronics,Europe,16,483.0,7728.0,5444.14,4961.14,64.2
2024-09-17,Printer,Accessories,Asia,19,849.95,16149.05,11890.24,11040.29,68.36
2024-09-25,Laptop,Electronics,North America,13,452.59,5883.67,4548.88,4096.29,69.62
2023-12-09,Laptop,Electronics,Europe,16,510.51,8168.16,4974.46,4463.95,54.65
2024-07-14,Router,Accessories,Asia,4,992.53,3970.12,3486.83,2494.3,62.83
2023-08-30,Monitor,Accessories,North America,16,592.41,9478.56,5803.11,5210.7,54.97
2024-09-16,Router,Accessories,North America,14,997.45,13964.3,9604.4,8606.95,61.64
2023-03-14,Monitor,Accessories,North America,18,947.47,17054.46,13871.05,12923.58,75.78
2024-05-05,Tablet,Electronics,Asia,14,281.06,3934.84,3449.87,3168.81,80.53
2023-04-17,Laptop,Electronics,South America,16,553.94,8863.04,6552.44,5998.5,67.68
2023-08-19,Router,Accessories,Asia,2,348.51,697.02,612.76,264.25,37.91
2024-05-04,Smartphone,Electronics,Europe,9,871.89,7847.01,5334.95,4463.06,56.88
2024-09-14,Monitor,Accessories,North America,7,746.6,5226.2,3956.12,3209.52,61.41
2024-05-08,Laptop,Electronics,South America,15,750.35,11255.25,7443.67,6693.32,59.47
2024-12-13,Tablet,Electronics,South America,6,522.86,3137.16,2193.62,1670.76,53.26
2023-05-01,Printer,Accessories,Asia,13,868.61,11291.93,9493.55,8624.94,76.38
2023-09-01,Tablet,Electronics,North America,18,191.87,3453.66,2695.32,2503.45,72.49
2023-01-11,Tablet,Electronics,South America,8,561.9,4495.2,3873.21,3311.31,73.66
2024-08-04,Laptop,Electronics,North America,4,794.41,3177.64,2404.86,1610.45,50.68
2023-02-28,Laptop,Electronics,North America,3,212.26,636.78,418.05,205.79,32.32
2024-03-25,Tablet,Electronics,Asia,16,362.16,5794.56,3728.3,3366.14,58.09
2023-11-18,Smartphone,Electronics,Europe,1,489.52,489.52,366.12,-123.4,-25.21
2023-05-13,Printer,Accessories,South America,18,574.99,10349.82,7886.65,7311.66,70.65
2023-09-14,Printer,Accessories,Europe,12,987.39,11848.68,10442.59,9455.2,79.8
2024-12-23,Router,Accessories,Asia,12,325.52,3906.24,2809.83,2484.31,63.6
2024-03-30,Router,Accessories,Asia,17,892.22,15167.74,13473.07,12580.85,82.94
2024-07-18,Smartphone,Electronics,Europe,6,965.59,5793.54,4198.79,3233.2,55.81
2023-12-21,Monitor,Accessories,South America,14,341.7,4783.8,3984.82,3643.12,76.16
2023-03-22,Tablet,Electronics,Europe,1,816.32,816.32,606.14,-210.18,-25.75
2023-08-25,Smartphone,Electronics,Europe,16,533.15,8530.4,6698.12,6164.97,72.27
2024-01-17,Router,Accessories,Europe,10,278.54,2785.4,2474.81,2196.27,78.85
2023-08-29,Router,Accessories,South America,18,253.24,4558.32,3600.53,3347.29,73.43
2023-04-27,Laptop,Electronics,South America,8,419.62,3356.96,2424.23,2004.61,59.72
2023-10-04,Smartphone,Electronics,South America,2,589.76,1179.52,900.02,310.26,26.3
2023-03-28,Laptop,Electronics,Asia,12,670.9,8050.8,6806.91,6136.01,76.22
2024-01-29,Monitor,Accessories,North America,4,252.19,1008.76,643.43,391.24,38.78
2023-07-30,Monitor,Accessories,Europe,5,601.23,3006.15,1901.29,1300.06,43.25
2024-06-29,Laptop,Electronics,Asia,14,792.25,11091.5,7881.27,7089.02,63.91
2023-12-11,Smartphone,Electronics,Europe,11,413.66,4550.26,2910.44,2496.78,54.87
2023-12-16,Router,Accessories,South America,4,343.82,1375.28,1178.1,834.28,60.66
2024-07-01,Monitor,Accessories,South America,5,308.67,1543.35,1295.46,986.79,63.94
2024-08-04,Printer,Accessories,Asia,8,107.71,861.68,529.36,421.65,48.93
2024-01-26,Monitor,Accessories,Europe,9,467.1,4203.9,2666.04,2198.94,52.31
2023-01-16,Smartphone,Electronics,Asia,17,704.75,11980.75,8839.94,8135.19,67.9
2023-09-13,Printer,Accessories,Asia,19,304.2,5779.8,4006.84,3702.64,64.06
2023-10-08,Smartphone,Electronics,Asia,4,599.14,2396.56,2044.15,1445.01,60.3
2024-10-30,Printer,Accessories,North America,6,183.96,1103.76,906.89,722.93,65.5
2023-11-11,Printer,Accessories,Asia,16,710.69,11371.04,8768.99,8058.3,70.87
2023-07-03,Monitor,Accessories,South America,15,498.64,7479.6,5832.5,5333.86,71.31
2024-03-26,Laptop,Electronics,South America,16,560.99,8975.84,6474.36,5913.37,65.88
2024-01-03,Monitor,Accessories,Europe,14,551.01,7714.14,6218.26,5667.25,73.47
2023-03-01,Printer,Accessories,North America,19,437.84,8318.96,5594.3,5156.46,61.98
2024-03-27,Tablet,Electronics,Asia,3,668.24,2004.72,1561.59,893.35,44.56
2023-09-23,Monitor,Accessories,Europe,6,583.18,3499.08,3055.53,2472.35,70.66
2024-11-01,Laptop,Electronics,Europe,4,909.51,3638.04,3194.96,2285.45,62.82
2024-03-26,Printer,Accessories,Asia,12,568.75,6825.0,5013.03,4444.28,65.12
2024-07-20,Router,Accessories,Europe,9,208.31,1874.79,1180.3,971.99,51.85
2023-09-23,Smartphone,Electronics,North America,16,150.11,2401.76,2015.69,1865.58,77.68
2024-07-07,Router,Accessories,North America,8,116.99,935.92,589.78,472.79,50.52
2023-08-29,Smartphone,Electronics,North America,12,401.26,4815.12,3893.73,3492.47,72.53
2024-06-03,Monitor,Accessories,North America,3,562.15,1686.45,1082.28,520.13,30.84
2023-03-21,Tablet,Electronics,Europe,14,923.4,12927.6,9653.8,8730.4,67.53
2024-08-07,Smartphone,Electronics,South America,14,341.74,4784.36,3637.62,3295.88,68.89
2024-10-19,Monitor,Accessories,Asia,8,461.66,3693.28,3010.37,2548.71,69.01
2023-01-26,Smartphone,Electronics,Asia,15,373.74,5606.1,4660.04,4286.3,76.46
2024-02-22,Router,Accessories,Asia,19,781.66,14851.54,10501.24,9719.58,65.44
2023-10-29,Printer,Accessories,North America,8,216.74,1733.92,1276.38,1059.64,61.11
2024-01-13,Laptop,Electronics,Asia,15,491.19,7367.85,5151.88,4660.69,63.26
2023-08-05,Smartphone,Electronics,Asia,16,352.12,5633.92,3627.15,3275.03,58.13
2024-01-23,Printer,Accessories,North America,14,297.66,4167.24,3347.29,3049.63,73.18
2024-01-26,Router,Accessories,North America,7,697.33,4881.31,3486.87,2789.54,57.15
2023-08-18,Printer,Accessories,South America,5,829.46,4147.3,3703.33,2873.87,69.29
2024-04-28,Router,Accessories,South America,6,903.94,5423.64,4089.5,3185.56,58.73
2023-10-03,Tablet,Electronics,Asia,5,749.36,3746.8,2347.14,1597.78,42.64
2023-12-03,Tablet,Electronics,Asia,10,856.83,8568.3,6795.55,5938.72,69.31
2024-04-11,Smartphone,Electronics,North America,4,838.26,3353.04,2418.32,1580.06,47.12
2024-03-31,Router,Accessories,South America,4,815.69,3262.76,2906.18,2090.49,64.07
2024-10-31,Monitor,Accessories,Europe,5,888.15,4440.75,3732.12,2843.97,64.04
2024-03-04,Tablet,Electronics,Europe,16,179.64,2874.24,1747.29,1567.65,54.54
2023-09-08,Monitor,Accessories,Europe,1,545.55,545.55,465.88,-79.67,-14.6
2023-09-24,Smartphone,Electronics,Asia,8,157.68,1261.44,824.79,667.11,52.88
2023-05-01,Laptop,Electronics,South America,2,758.6,1517.2,985.3,226.7,14.94
2024-06-01,Tablet,Electronics,South America,11,341.83,3760.13,2648.18,2306.35,61.34
2023-07-04,Monitor,Accessories,North America,11,599.51,6594.61,5745.6,5146.09,78.03
2023-05-04,Monitor,Accessories,Asia,11,824.52,9069.72,6448.27,5623.75,62.01
2024-12-29,Monitor,Accessories,North America,13,752.85,9787.05,6487.82,5734.97,58.6
2023-12-29,Tablet,Electronics,South America,18,403.94,7270.92,6128.68,5724.74,78.73
2023-09-05,Router,Accessories,Asia,15,439.4,6591.0,5746.81,5307.41,80.53
2023-03-17,Router,Accessories,Asia,6,379.54,2277.24,1681.27,1301.73,57.16
2024-02-23,Router,Accessories,South America,4,724.49,2897.96,2507.5,1783.01,61.53
2023-10-24,Monitor,Accessories,Europe,9,785.57,7070.13,4365.73,3580.16,50.64
2024-08-26,Printer,Accessories,North America,11,643.78,7081.58,6118.17,5474.39,77.3
2023-01-08,Printer,Accessories,Asia,16,465.96,7455.36,5727.53,5261.57,70.57
2024-01-24,Smartphone,Electronics,South America,8,888.78,7110.24,4696.29,3807.51,53.55
2024-06-04,Router,Accessories,Asia,9,851.94,7667.46,4974.61,4122.67,53.77
2023-08-26,Smartphone,Electronics,South America,8,761.52,6092.16,4000.03,3238.51,53.16
2023-02-19,Printer,Accessories,South America,7,847.23,5930.61,4304.29,3457.06,58.29
2023-11-27,Monitor,Accessories,Asia,19,822.41,15625.79,13168.01,12345.6,79.01
2023-05-27,Laptop,Electronics,Europe,10,623.23,6232.3,5199.21,4575.98,73.42
2024-06-15,Smartphone,Electronics,Asia,8,876.59,7012.72,4375.64,3499.05,49.9
2023-12-22,Smartphone,Electronics,Europe,12,168.0,2016.0,1358.8,1190.8,59.07
2023-10-22,Smartphone,Electronics,South America,11,688.54,7573.94,6640.73,5952.19,78.59
2023-08-18,Tablet,Electronics,Asia,13,368.18,4786.34,2888.85,2520.67,52.66
2024-09-12,Laptop,Electronics,Europe,9,620.27,5582.43,3979.05,3358.78,60.17
2023-05-25,Laptop,Electronics,Europe,7,888.94,6222.58,5436.95,4548.01,73.09
2024-06-04,Tablet,Electronics,North America,3,698.32,2094.96,1470.12,771.8,36.84
2023-02-10,Printer,Accessories,Europe,5,747.73,3738.65,2348.89,1601.16,42.83
2024-05-15,Laptop,Electronics,Asia,7,107.3,751.1,452.74,345.44,45.99
2023-10-16,Printer,Accessories,South America,17,216.13,3674.21,2784.89,2568.76,69.91
2024-06-17,Tablet,Electronics,South America,19,718.23,13646.37,9391.45,8673.22,63.56
2023-04-23,Router,Accessories,North America,17,380.92,6475.64,3909.85,3528.93,54.5
2024-03-18,Monitor,Accessories,Asia,17,581.32,9882.44,6518.94,5937.62,60.08
2023-03-22,Router,Accessories,Europe,17,153.38,2607.46,1803.31,1649.93,63.28
2023-12-01,Tablet,Electronics,Asia,16,163.78,2620.48,2042.55,1878.77,71.7
2024-04-09,Router,Accessories,North America,16,227.4,3638.4,3093.5,2866.1,78.77
2023-11-22,Tablet,Electronics,North America,17,985.77,16758.09,10207.38,9221.61,55.03
2023-09-09,Tablet,Electronics,South America,16,489.16,7826.56,6641.62,6152.46,78.61
2024-11-20,Tablet,Electronics,Asia,18,932.2,16779.6,11850.99,10918.79,65.07
2023-06-05,Monitor,Accessories,Europe,11,999.55,10995.05,7464.77,6465.22,58.8
2023-10-17,Tablet,Electronics,Europe,5,726.79,3633.95,2359.84,1633.05,44.94
2024-06-12,Router,Accessories,Europe,16,510.68,8170.88,5848.26,5337.58,65.32
2024-03-20,Laptop,Electronics,South America,14,162.56,2275.84,2029.25,1866.69,82.02
2024-09-17,Tablet,Electronics,Europe,13,140.11,1821.43,1623.21,1483.1,81.43
2024-03-04,Router,Accessories,Asia,18,390.87,7035.66,4894.07,4503.2,64.01
2024-01-25,Router,Accessories,Europe,4,898.81,3595.24,2462.4,1563.59,43.49
2024-05-10,Printer,Accessories,Europe,16,270.04,4320.64,3706.38,3436.34,79.53
2023-08-26,Smartphone,Electronics,South America,10,442.18,4421.8,3808.86,3366.68,76.14
2024-10-07,Monitor,Accessories,Asia,17,991.16,16849.72,10493.26,9502.1,56.39
2024-05-07,Smartphone,Electronics,North America,4,762.08,3048.32,2274.37,1512.29,49.61
2023-04-26,Smartphone,Electronics,South America,4,332.81,1331.24,1084.52,751.71,56.47
2023-11-30,Tablet,Electronics,South America,13,918.34,11938.42,8997.4,8079.06,67.67
2023-06-30,Monitor,Accessories,Asia,16,518.53,8296.48,6695.0,6176.47,74.45
2023-12-22,Router,Accessories,South America,1,286.29,286.29,250.63,-35.66,-12.46
2024-05-10,Monitor,Accessories,South America,16,680.96,10895.36,7832.75,7151.79,65.64
2023-01-30,Smartphone,Electronics,Asia,1,351.94,351.94,222.35,-129.59,-36.82
2023-08-09,Monitor,Accessories,North America,15,703.9,10558.5,6842.53,6138.63,58.14
2023-11-27,Smartphone,Electronics,Asia,9,823.89,7415.01,6449.39,5625.5,75.87
2024-04-03,Monitor,Accessories,Europe,5,625.5,3127.5,2073.32,1447.82,46.29
2023-06-20,Printer,Accessories,Europe,11,960.42,10564.62,7019.35,6058.93,57.35
2024-09-20,Printer,Accessories,Asia,5,185.54,927.7,821.16,635.62,68.52
2024-09-11,Printer,Accessories,North America,14,936.12,13105.68,9349.47,8413.35,64.2
2024-01-24,Laptop,Electronics,Asia,6,261.5,1569.0,953.37,691.87,44.1
2024-07-20,Laptop,Electronics,North America,1,359.39,359.39,232.92,-126.47,-35.19
2023-08-04,Smartphone,Electronics,Europe,11,579.08,6369.88,3966.92,3387.84,53.19
2024-07-02,Monitor,Accessories,Europe,17,661.39,11243.63,7383.75,6722.36,59.79
2023-06-15,Smartphone,Electronics,Asia,10,678.08,6780.8,4630.11,3952.03,58.28
2023-02-06,Laptop,Electronics,North America,13,901.74,11722.62,7365.78,6464.04,55.14
2024-02-12,Monitor,Accessories,North America,5,421.73,2108.65,1726.62,1304.89,61.88
2023-10-17,Smartphone,Electronics,North America,13,304.64,3960.32,2644.34,2339.7,59.08
2024-10-08,Router,Accessories,Europe,1,496.77,496.77,392.58,-104.19,-20.97
2024-11-02,Monitor,Accessories,Europe,19,289.35,5497.65,3777.37,3488.02,63.45
2023-03-28,Laptop,Electronics,North America,12,243.45,2921.4,1791.48,1548.03,52.99
2024-12-21,Router,Accessories,South America,5,231.07,1155.35,704.8,473.73,41.0
2023-01-16,Router,Accessories,Europe,10,844.21,8442.1,5313.47,4469.26,52.94
2024-08-25,Monitor,Accessories,Europe,1,951.64,951.64,780.35,-171.29,-18.0
2023-11-16,Smartphone,Electronics,South America,2,323.62,647.24,513.11,189.49,29.28
2023-01-24,Smartphone,Electronics,Asia,10,727.38,7273.8,5644.8,4917.42,67.6
2023-07-27,Laptop,Electronics,Asia,15,854.83,12822.45,9932.97,9078.14,70.8
2024-04-27,Monitor,Accessories,Asia,12,580.62,6967.44,4973.0,4392.38,63.04
2023-04-06,Tablet,Electronics,South America,12,109.62,1315.44,962.59,852.97,64.84
2023-10-13,Monitor,Accessories,Asia,4,546.56,2186.24,1852.66,1306.1,59.74
2024-06-02,Tablet,Electronics,South America,18,884.62,15923.16,10298.53,9413.91,59.12
2024-05-23,Router,Accessories,South America,1,146.2,146.2,104.39,-41.81,-28.6
2024-07-13,Router,Accessories,North America,10,746.14,7461.4,6139.59,5393.45,72.28
2023-08-18,Printer,Accessories,North America,10,240.98,2409.8,2134.78,1893.8,78.59
2024-07-30,Laptop,Electronics,Asia,13,949.41,12342.33,10383.12,9433.71,76.43
2024-07-28,Tablet,Electronics,Europe,10,501.35,5013.5,3346.0,2844.65,56.74
2024-08-30,Tablet,Electronics,North America,18,457.2,8229.6,5586.89,5129.69,62.33
2024-02-17,Printer,Accessories,South America,14,923.28,12925.92,8005.3,7082.02,54.79
2024-08-03,Tablet,Electronics,North America,10,317.72,3177.2,2286.16,1968.44,61.96
2023-09-16,Monitor,Accessories,Asia,9,568.0,5112.0,4275.59,3707.59,72.53
2024-09-05,Monitor,Accessories,North America,15,832.45,12486.75,9340.75,8508.3,68.14
2024-05-26,Smartphone,Electronics,Europe,11,974.73,10722.03,9168.2,8193.47,76.42
2024-04-17,Router,Accessories,South America,5,719.11,3595.55,3169.93,2450.82,68.16
2023-05-11,Laptop,Electronics,Europe,3,606.38,1819.14,1529.7,923.32,50.76
2023-05-05,Tablet,Electronics,Europe,16,884.98,14159.68,8697.94,7812.96,55.18
2023-04-27,Laptop,Electronics,South America,13,960.91,12491.83,10656.08,9695.17,77.61
2023-06-24,Router,Accessories,South America,2,195.15,390.3,312.02,116.87,29.94
2024-07-14,Monitor,Accessories,South America,10,279.03,2790.3,2457.99,2178.96,78.09
2023-10-31,Laptop,Electronics,South America,13,642.7,8355.1,7025.94,6383.24,76.4
2024-11-23,Smartphone,Electronics,Asia,3,535.23,1605.69,1204.77,669.54,41.7
2024-01-16,Printer,Accessories,Europe,10,184.12,1841.2,1385.24,1201.12,65.24
2023-10-25,Printer,Accessories,Europe,2,705.04,1410.08,1177.02,471.98,33.47
2024-01-16,Printer,Accessories,Asia,17,988.45,16803.65,11685.06,10696.61,63.66
2024-04-18,Tablet,Electronics,Asia,5,358.6,1793.0,1162.88,804.28,44.86
2023-06-18,Printer,Accessories,South America,14,530.73,7430.22,6016.49,5485.76,73.83
2023-11-22,Monitor,Accessories,Europe,15,950.45,14256.75,9390.51,8440.06,59.2
2024-12-19,Tablet,Electronics,Europe,10,883.36,8833.6,6251.97,5368.61,60.77
2024-07-04,Monitor,Accessories,Asia,17,770.14,13092.38,8042.06,7271.92,55.54
2023-03-04,Printer,Accessories,South America,1,735.61,735.61,614.08,-121.53,-16.52
2023-06-10,Laptop,Electronics,Asia,19,563.58,10708.02,8627.58,8064.0,75.31
2023-10-09,Smartphone,Electronics,South America,7,528.84,3701.88,2582.85,2054.01,55.49
2023-11-10,Smartphone,Electronics,South America,13,121.58,1580.54,1096.75,975.17,61.7
2024-07-28,Printer,Accessories,Europe,13,966.12,12559.56,9277.83,8311.71,66.18
2024-08-29,Tablet,Electronics,North America,14,330.8,4631.2,2792.71,2461.91,53.16
2023-10-14,Tablet,Electronics,Asia,17,198.46,3373.82,2692.13,2493.67,73.91
2023-04-15,Tablet,Electronics,South America,15,861.9,12928.5,9412.87,8550.97,66.14
2024-08-12,Printer,Accessories,Asia,3,910.21,2730.63,2066.8,1156.59,42.36
2024-11-15,Monitor,Accessories,Europe,19,578.79,10997.01,9267.29,8688.5,79.01
2023-01-03,Tablet,Electronics,Europe,1,279.72,279.72,210.32,-69.4,-24.81
2024-09-21,Tablet,Electronics,Europe,11,920.46,10125.06,7600.36,6679.9,65.97
2024-05-01,Laptop,Electronics,Asia,16,102.37,1637.92,1204.32,1101.95,67.28
2023-02-23,Tablet,Electronics,South America,10,549.98,5499.8,3532.36,2982.38,54.23
2024-11-11,Monitor,Accessories,Asia,9,682.9,6146.1,4465.3,3782.4,61.54
2024-05-27,Laptop,Electronics,Europe,13,531.09,6904.17,4178.61,3647.52,52.83
2024-02-07,Monitor,Accessories,South America,19,344.67,6548.73,4262.64,3917.97,59.83
2023-12-30,Smartphone,Electronics,Asia,11,813.71,8950.81,5726.67,4912.96,54.89
2023-03-22,Printer,Accessories,Europe,10,742.68,7426.8,6095.77,5353.09,72.08
2024-10-10,Smartphone,Electronics,Europe,14,246.62,3452.68,2420.49,2173.87,62.96
2024-07-27,Monitor,Accessories,South America,8,284.04,2272.32,1490.3,1206.26,53.08
2024-12-02,Laptop,Electronics,South America,4,224.54,898.16,740.49,515.95,57.45
2023-07-02,Laptop,Electronics,Asia,12,382.22,4586.64,3906.03,3523.81,76.83
2024-11-17,Smartphone,Electronics,South America,19,644.15,12238.85,9863.41,9219.26,75.33
2024-09-23,Printer,Accessories,Europe,5,659.77,3298.85,2370.58,1710.81,51.86
2024-01-19,Tablet,Electronics,North America,8,482.67,3861.36,2846.74,2364.07,61.22
2024-08-23,Smartphone,Electronics,Asia,14,376.11,5265.54,3216.25,2840.14,53.94
2024-01-13,Smartphone,Electronics,North America,7,857.27,6000.89,4766.11,3908.84,65.14
2023-10-07,Laptop,Electronics,Asia,2,542.67,1085.34,901.42,358.75,33.05
2024-02-12,Laptop,Electronics,Asia,4,986.74,3946.96,2661.25,1674.51,42.43
2024-10-02,Laptop,Electronics,North America,1,162.9,162.9,129.02,-33.88,-20.8
2024-09-14,Router,Accessories,South America,9,101.74,915.66,748.76,647.02,70.66
2024-01-14,Laptop,Electronics,Europe,8,670.65,5365.2,4443.82,3773.17,70.33
2023-05-15,Laptop,Electronics,South America,7,262.38,1836.66,1524.07,1261.69,68.69
2023-02-27,Monitor,Accessories,North America,11,344.22,3786.42,2482.23,2138.01,56.47
2023-04-10,Printer,Accessories,Asia,19,580.06,11021.14,8313.48,7733.42,70.17
2024-11-19,Smartphone,Electronics,Europe,4,428.72,1714.88,1231.0,802.28,46.78
2024-01-11,Printer,Accessories,North America,13,147.02,1911.26,1201.54,1054.52,55.17
2023-07-17,Printer,Accessories,Europe,1,118.01,118.01,79.76,-38.25,-32.41
2023-03-27,Tablet,Electronics,South America,13,626.12,8139.56,4976.82,4350.7,53.45
2023-10-10,Printer,Accessories,Europe,9,562.63,5063.67,3908.87,3346.24,66.08
2024-02-24,Tablet,Electronics,North America,1,940.63,940.63,656.78,-283.85,-30.18
2023-10-08,Printer,Accessories,Asia,3,937.32,2811.96,2349.29,1411.97,50.21
2024-04-19,Laptop,Electronics,North America,10,374.33,3743.3,2534.01,2159.68,57.69
2023-07-06,Router,Accessories,North America,13,987.74,12840.62,9759.86,8772.12,68.32
2023-11-22,Printer,Accessories,North America,4,695.24,2780.96,1695.33,1000.09,35.96
2023-01-11,Tablet,Electronics,Asia,10,890.02,8900.2,7382.41,6492.39,72.95
2023-03-25,Router,Accessories,Europe,3,551.54,1654.62,1129.12,577.58,34.91
2023-11-14,Laptop,Electronics,South America,16,995.01,15920.16,14232.56,13237.55,83.15
2023-07-02,Smartphone,Electronics,Europe,19,528.13,10034.47,7636.1,7107.97,70.84
2023-11-20,Monitor,Accessories,Europe,16,427.95,6847.2,4133.23,3705.28,54.11
2023-10-07,Tablet,Electronics,Europe,15,905.87,13588.05,8815.52,7909.65,58.21
2023-09-23,Router,Accessories,South America,10,924.78,9247.8,5687.46,4762.68,51.5
2023-04-05,Monitor,Accessories,Asia,13,901.02,11713.26,7888.72,6987.7,59.66
